id,title_fa,title_en,code,parent_id
6825,جوراب ورزشی مردانه,جوراب ورزشی مردانه,men-socks,9457
6830,ادوات درامز,ادوات درامز,drums-accessories,6425
6831,چوب و لوازم جانبی درامز,چوب درام,drum-stick,6830
6832,طبل,طبل,drum-set,6830
6838,سرویس خواب کودک و نوزاد,سرویس خواب کودک و نوزاد,bed-set,6797
6839,حوله کودک و نوزاد,حوله کودک و نوزاد,baby-towel,10678
6840,پتو کودک و نوزاد,پتو کودک و نوزاد,blanket,6797
6845,پوشک بزرگسال (پوشینه بزرگسال),پوشک بزرگسال,adult-protective-diaper,6657
6848,ملحفه کودک و نوزاد,ملحفه کودک و نوزاد,baby-and-child-sheet,6797
6850,شانه و برس کودک,شانه و برس کودک,comb-and-brushes,10679
6852,پد و کیسه آب گرم,پد و کیسه آب گرم,tot-water-bag,8573
6853,قمقمه و فلاسک کودک و نوزاد,قمقمه و فلاسک کودک و نوزاد,baby-thermos-flask,6744
6864,صابون بچه,صابون بچه,children-soap,10033
6867,کفی طبی,Medical Insoles,medical-insoles,5702
6869,شامپو کودک و نوزاد,شامپو کودک و نوزاد,baby-shampoo,10678
6871,گوش پاک کن کودک و نوزاد,گوش پاک کن کودک و نوزاد,children-cotton-swab,10679
6875,اکسسوری ورزشی,اکسسوری ورزشی,accessoeys,6816
6881,دف,دف,daff,6524
6882,باتری و شارژر,باتری و شارژر,battery-charger,8111
6883,قیچی برقی,قیچی برقی,gauge-shear,10691
6884,میخ کوب,میخ کوب,nailers,6072
6885,ابزار شبکه,ابزار شبکه,network-utilities,206
6887,قهوه ساز و دمنوش ساز,قهوه ساز و دمنوش ساز,coffee-and-herbal-tea-maker,6256
6888,مادربرد,مادربرد,motherboard,31
6889,ریموت کنترل,ریموت کنترل,remote-control,5581
6890,ساعت و مچ بند هوشمند,ساعت و مچ بند هوشمند,wearable-gadget,5966
6891,ارتوپدی و کمک درمانی,ارتوپدی و کمک درمانی,support,5702
6892,زانو بند طبی,medical-knee-brace,medical-knee-brace,6891
6893,مچ بند طبی,Wrist Brace,hand-support,11276
6894,شکم بند طبی,medical belly band,body-support,6891
6895,واکس مو,واکس مو,hair-vax-1,6511
6896,دهان‌شویه و خمیردندان کودک و نوزاد,دهان‌شویه و خمیردندان کودک و نوزاد,children-and-baby-toothpaste,10679
6898,جاروبرقی صنعتی,جاروبرقی صنعتی,industrial-vacuum-cleaner,10694
6899,پردازنده,پردازنده,processor,31
6900,گردنبند طبی,گردنبند طبی,medical-necklace,11276
6901,پایه و هاردور درامز,پایه و هاردور درامز,drums-based-and-hardware,6830
6902,نرم افزارهای حسابداری,نرم افزارهای حسابداری,accounting-software,5817
6903,تجهیزات کارگاهی,تجهیزات کارگاهی,workshop-equipment,10697
6904,پد و پنبه آرایشی,پد و پنبه آرایشی,cotton-pad,9844
6906,فیگور,فیگور,figure,6038
6908,دست سازه های هنری,دست سازه های هنری,art-structures,6451
6909,طبقه و قفسه,طبقه و قفسه,class-and-shelves,6908
6910,جاشمعی، جاعودی و آباژور,جاشمعی، جاعودی و آباژور,candle-holder-and-ood-holder,6908
6911,جاکلیدی,جاکلیدی,key-holder,6908
6912,محصولات سنگی، چینی و سرامیکی,محصولات سنگی,stone-products,6451
6913,جعبه,جعبه,box,6912
6914,گلدان,گلدان,vase,6912
6915,پاف,پاف,sofapouffeandbeanbag,10647
6916,آینه دکوراتیو,آینه,decorative-mirror,6249
6917,لوازم جانبی عکاسی و فیلمبرداری,لوازم جانبی عکاسی و فیلمبرداری,recording-accessories,51
6918,بافتنی,بافتنی,textural,6466
6919,مواد شوینده,مواد شوینده,detergents,10285
6920,شوینده ظروف,شوینده ظروف,dishes-detergents,6919
6922,لوازم جانبی تلسکوپ,لوازم جانبی تلسکوپ,telescope-accessories,51
6923,کیس کامپیوتر,کیس کامپیوتر,computer-chassis,31
6924,شوینده سطوح,تمیزکننده سطوح,surface-cleaner,6919
6925,کابوس گیر,کابوس گیر,dream-catcher,6908
6927,مایع دستشویی,مایع دستشویی,washing-liquid,6919
6928,پودر و ژل سفید کننده,Whitening tooth powder and gel,whitening-toothpowder,6513
6929,خوشبو کننده دهان,خوشبو کننده دهان,mouthth-spray,6513
6931,شوینده فرش و مبل,شوینده فرش و مبل,carpet-and-furniture-shampoo,6919
6932,شوینده لباس,شوینده رخت,clothes-detergents,6919
6934,کلاژ، پوست و فرش رنگ شده,کلاژ، پوست و فرش رنگ شده,collage,6936
6935,کتری و سماور,کتری و سماور,samovar,6256
6936,فرش و گلیم,فرش,carpet,6249
6937,حصیربافی,حصیربافی,mat-weaving,6822
6941,شیشه پاک کن,شیشه پاک کن,glass-cleaner,6919
6942,ماشین آشپزخانه,ماشین آشپزخانه,kitchen-machine,5853
6944,بند ساعت و مچ‌ بند,بند ساعت و مچ‌ بند,watch-band,6060
6946,تابلو,تابلو,decorative-board,10652
6949,فرش دستبافت,فرش دستبافت,handmade-carpet,10633
6950,گبه دستبافت,Gabbeh,gabbeh,10634
6951,تابلو فرش,تابلو فرش,pictorial-carpet,6936
6955,لوازم جانبی گردش و سفر کودک و نوزاد,لوازم جانبی گردش و سفر کودک و نوزاد,children-and-baby-promenade-and-travel-accessories,6784
6957,پایه دیواری و سقفی,پایه دیواری و سقفی,bracket,5581
6958,منبع تغذیه کامپیوتر,منبع تغذیه کامپیوتر,psu,31
6959,مجموعه لوازم جانبی,مجموعه لوازم جانبی,accessories-set,12
6960,کاندوم,کاندوم,condom,10935
6961,لوستر و دیوارکوب,لوستر و دیوارکوب,hanging-lamps,10658
6962,خنک‌ کننده کامپیوتر,خنک‌ کننده کامپیوتر,computer-cooling-system,4
6963,فن کیس,فن کیس,case-fan,6962
6974,سوزن دوزی,سوزن دوزی,needle-sewing,6466
6975,لوازم جانبی نور و روشنایی,لوازم جانبی نور و روشنایی,light-accessories,10658
6976,قلمزنی,قلمزنی,etching,8017
6977,پرده,پرده,curtain,10651
6978,فیکساتور آرایش,تثبیت کننده آرایش,make-up-fixator,6470
8016,گتر,گتر,sports-gaiter,6875
8017,محصولات فلزی,محصولات فلزی,metal-products,6451
8018,کارگاه سیار,کارگاه سیار,portableworkshop,6667
8020,اسکوتر برقی,اسکوتر برقی,sports-hoverboard,6291
8099,تجهیزات تردد، حفاظت و امنیت,حفاظتی و امنیتی,protection-and-security-equipment,8450
8100,صندوق,صندوق,safe,8099
8101,قفل,قفل,lock,8099
8102,کارت هدیه دیجی کالا,کارت هدیه دیجی کالا,digikala-gift-card,10061
8105,چرخ خیاطی,چرخ خیاطی,sewing-machine,5753
8110,سه‌چرخه موتور و ماشین بازی,سه‌چرخه موتور و ماشین بازی,tricycle-and-motorcycle,10681
8111,لوازم جانبی ابزار برقی، شارژی و بادی,لوازم جانبی ابزار برقی، شارژی و بادی,elec-charg-pneumatic-charg-accessories,6071
8113,لوازم مصرفی,لوازم مصرفی,consumer,6063
8120,ضدعفونی کننده,ضد عفونی کننده,disinfectants,6657
8122,پرینتر سه بعدی,پرینتر سه بعدی,3d-printer,5
8123,لوازم جانبی ورزش های توپی,لوازم جانبی ورزش های توپی,ball-sports-accessories,6091
8135,دزدگیر خودرو,دزدگیر خودرو,car-security-system,8189
8137,سه تار,سه تار,setar,10630
8138,تنبور,تنبور,tambour,10630
8140,سنتور,سنتور,dulcimer,10630
8141,تنبک,تنبک,tombak,6524
8145,سمپاش,سمپاش,sprayer,10703
8146,سنگ پای برقی,سنگ پای برقی,foot-rasp,6607
8147,آویز و جاسوییچی کودک,جاسوییچی و آویز,keychain-and-pendent,6797
8156,کولر گازی,کولر گازی,air-conditioner-2,5855
8157,خاک و کود,خاک و کود,soils-and-fertilizers,10701
8159,موتور برق,موتور برق,electric-engine,8743
8160,گوشت کوب برقی,گوشت کوب برقی,hand-blender,5853
8161,گلدان باغبانی,گلدان,flower-pots,10701
8163,روغن و ضد یخ خودرو,روغن و ضد یخ خودرو,oils-and-additives,8451
8164,روغن موتور,روغن موتور,engine-oil,8163
8165,روغن گیربکس,روغن گیربکس,gearbox-oil,8163
8167,روغن ترمز,روغن ترمز,brake-oil,8163
8168,روغن هیدرولیک,روغن هیدرولیک,hydraulic-oil,8163
8169,نمک حمام,نمک حمام,bath-salt,6657
8170,بذر و تخم گیاهان,بذر و تخم گیاهان,plants-grain-and-seeds,10701
8171,تجهیزات استودیویی,تجهیزات استودیویی,studio-equipment,6153
8172,هدفون حرفه‌ای,هدفون حرفه‌ای,monitor-headphones,8171
8173,روغن صورت,روغن صورت,face-oil,6486
8174,قایق و لوازم جانبی,قایق و لوازم جانبی,boat,6107
8177,ناخن مصنوعی,ناخن مصنوعی,nail-extension,6465
8178,اسپیکر مانیتور و اجرای زنده,اسپیکر مانیتور و اجرای زنده,speaker-monitor,8171
8179,قالب بستنی,بستنی ساز,ice-cream-maker-and-tools-,10640
8180,کارت صدا استدیو,Studio Voice Card,sound-card,8171
8182,لوازم یدکی خودرو,لوازم یدکی خودرو,car-spare-parts,10688
8183,تیغه برف پاک کن,تیغه برف پاک کن,wiper-blade,11006
8184,لنت ترمز خودرو,لنت ترمز خودرو,brake-pad,11009
8185,روکش صندلی خودرو,روکش صندلی خودرو,car-chair-covers,8269
8186,میدی کیبورد و کنترلر,میدی کیبورد و کنترلر,midi-keyboard-and-controller,8171
8187,شمع خودرو,شمع خودرو,car-pile,11009
8188,پد عرق گیر,پد عرق گیر,saddlecloth-pad,6522
8189,امنیت خودرو,امنیت خودرو,car-security-systems,6175
8190,قفل فرمان و پدال و زاپاس,قفل فرمان و پدال و زاپاس,streeing-pedal-sapre-tire-lock,8189
8191,میکروفون استودیویی,میکروفون استودیویی,studio-microphone,8171
8192,فیلتر هوا,فیلتر هوا,air-filter,8452
8193,چسب درمانی,چسب درمانی,medical-adhesive,5702
8194,باتری خودرو,باتری خودرو,automotive-battery,11008
8197,کابل تخصصی صدا,کابل تخصصی صدا,pro-audio-cable,8171
8198,فیلتر سوخت,فیلتر سوخت,fuel-filter,8452
8199,فیلتر روغن,فیلتر روغن,oil-filter,8452
8200,ابزار مراقبت از پوست,ابزار مراقبت از پوست,skin-care-accessories,6607
8201,پودر لاک ناخن,پودر لاک ناخن,nail-polish-powder,6465
8202,میکسر,میکسر,sound-mixer,8171
8203,چاپ های سنتی,چاپ های سنتی,traditional-print,6451
8205,فیلتر کابین,فیلتر کابین,cabin-filter,8452
8208,اسکنر سه بعدی,اسکنر سه بعدی,3d-scanner,5
8210,ویلچر,ویلچر,wheelchair,11266
8215,لوازم جانبی اسکوتر برقی,لوازم جانبی اسکوتر برقی,sport-scooter-accessories,6291
8216,دوچرخه سواری,دوچرخه و لوازم جانبی,bicycle,10667
8217,لوازم جانبی دوچرخه,لوازم جانبی دوچرخه,bicycles-accessories,8216
8218,لوازم ایمنی دوچرخه,لوازم ایمنی,safety-accessories,8217
8219,چراغ دوچرخه,چراغ دوچرخه,bicycle-lights,8217
8220,قمقمه دوچرخه,قمقمه دوچرخه,bike-thermos,8217
8221,بوق و زنگ دوچرخه,بوق و زنگ,bell-accessories,8217
8222,چادر و پوشش دوچرخه,چادر و پوشش دوچرخه,cover,8217
8223,دستکش دوچرخه سواری,دستکش دوچرخه سواری,golves-accessory,8217
8224,گریپ و نوار دسته دوچرخه,گریپ و نوار دسته,grip-accessory,8217
8225,بست قمقمه دوچرخه,بست قمقمه,holder,8217
8227,کیف دوچرخه,کیف دوچرخه,bag-accessory,8217
8228,قفل دوچرخه,قفل دوچرخه,lock-accessory,8217
8229,کامپیوتر و حسگر دوچرخه,کامپیوتر و حسگر,computer-and-sensor,8217
8230,تلمبه دوچرخه,تلمبه,pump-accessories,8217
8231,آینه دوچرخه,آینه دوچرخه,mirror-accessory,8217
8233,عینک ورزشی,عینک دوچرخه سواری,glass-accessory,8217
8235,متعلقات استودیو,متعلقات استودیو,studio-belonging,8171
8236,تجهیزات آکوستیک,تجهیزات آکوستیک,acoustic-equipment,8171
8237,اینترفیس میدی,اینترفیس میدی,midi-interface,8171
8240,ابزار دوچرخه,ابزار دوچرخه,tools-accessory,8217
8241,ابزار ایمنی,ابزار ایمنی,safety-tools,8450
8246,علائم ایمنی و نشانه‌ها,علائم ایمنی,safety-signs,8241
8247,هارنس,هارنس,harness,8241
8248,کفش ایمنی,کفش ایمنی,safety-shoes,8241
8249,محافظ گوش,محافظ گوش,ear-protection,8241
8250,عینک ایمنی,عینک ایمنی,safety-glasses,8241
8251,جعبه کمک‌های اولیه,جعبه کمک‌های اولیه,first-aid-kit,8241
8252,ماسک ایمنی,ماسک,mask,10698
8253,کلاه ایمنی,کلاه ایمنی,helmet,8241
8254,دستکش ایمنی,دستکش ایمنی,safety-gloves,8241
8255,کپسول آتش‌نشانی,کپسول آتش‌نشانی,fire-extinguishers,8241
8256,جلیقه ایمنی,جلیقه ایمنی,vest,8241
8257,اکسیدان,اکسیدان,antioxidants,6511
8258,سطل زباله اداری,سطل زباله اداری,recycle-bin,5974
8264,چراغ خودرو,چراغ خودرو,automotive-lighting,11006
8265,رنگ,رنگ,color,8337
8266,لوازم تزئینی باغبانی,لوازم تزئینی باغبانی,decorations-for-gardening,10701
8267,ضبط کننده حرفه ای صدا,ضبط کننده حرفه ای صدا,voice-recorder,8171
8269,لوازم تزئینی خودرو,لوازم تزئینی خودرو,in-car-accessorie,6175
8270,کفپوش خودرو,کفپوش خودرو,car-coating,8269
8273,سر دنده,سر دنده,head-gear,8269
8275,مبلمان و دکوراسیون اداری,دکوراسیون اداری,office-furniture,10645
8276,مبل و صندلی انتظار,مبل و صندلی انتظار,waiting-chair,10650
8277,صندلی اداری,صندلی اداری,office-chair,10650
8280,لامپ خودرو,لامپ خودرو,car-lamp,11008
8281,لوازم توکار,لوازم توکار,built-in-appliances,5753
8282,هود,هود,hood,8281
8283,گاز صفحه ای,گاز صفحه ای,built-in-stove,8281
8284,فر,فر,built-in-oven,8281
8285,ضدعفونی کننده سطوح و مواد غذایی,ضدعفونی کننده,disinfectants-materials,6919
8286,جاسوئیچی وسایل نقلیه,جاسوئیچی خودرو,car-keyring,8269
8287,بالابر زنجیری و پولیفت,بالابر زنجیری و پولیفت,chain-hoist-and-pullift,10697
8288,تجهیزات بازی بادی,تجهیزات بازی بادی,inflatable-toy-equipment,10681
8291,آب مرکبات گیر,آب مرکبات گیر,citrus-juicer,5854
8295,کالای خواب و استراحت طبی,کالای خواب و استراحت طبی,sleep-and-rest-medical,11281
8296,دیسک ترمز,دیسک ترمز,brake-disc,11007
8297,آنتن,آنتن,lighting-antenna,5581
8298,دستگیره در,دستگیره در,doorknob,8337
8299,دکوراسیون خانگی,مبلمان خانگی,household-furniture,10645
8300,میز ناهارخوری,میز ناهارخوری,dining-table,10648
8301,میز پذیرایی,میز جلومبلی,front-furniture-table,10648
8302,شلف و طبقه,طبقه دیواری,wall-shelf,8299
8303,کتابخانه,کتابخانه,home-library,8299
8304,جاکفشی,جاکفشی,shoe-cabinet,10649
8305,مکمل سوخت و روغن خودرو,مکمل سوخت و روغن خودرو,car-oil-and-fuel-additive,8163
8306,قطعات دوچرخه,قطعات دوچرخه,bicycle-parts,8217
8307,تجهیزات نور زنده,تجهیزات نور زنده,lighting-equipment,8171
8308,هواکش,هواکش,exhaust-fans,10657
8311,دوربین نقشه برداری,دوربین نقشه برداری,total-station,6073
8313,ابزار رنگ مو,Hair-Dye-Tool,hair-color-equipment,9844
8318,ماسک پینت بال,ماسک پینت بال,paintball-mask,10674
8321,کمک فنر,کمک فنر,shock-absorber,11007
8329,مبلمان و صندلی دستساز سنتی,مبلمان سنتی,traditional-furniture-and-decoration,10174
8330,کفپوش صندوق خودرو,کفپوش صندوق خودرو,car-trunk-coating,8269
8331,روکش و تزئینات داشبورد خودرو,روکش داشبورد خودرو,car-dashboard-cover,8269
8332,لوازم ویژه خانگی برقی,لوازم ویژه خانگی برقی,special-appliances,5753
8334,آویز,آویز,pendant,8337
8335,قفل و سیلندر در,قفل و سیلندر در,door-lock-cylinder,8337
8336,روکش فرمان,روکش فرمان,steering-wheel-cover,8269
8337,یراق آلات,یراق آلات,construction-tools-and-equipment,8450
8338,کیف چاقو,کیف چاقو,knife-bag,11110
8341,فندک,فندک,burner-and-lighter,8465
8347,خوشبوکننده و تصفیه کننده هوای خودرو,خوشبوکننده و تصفیه کننده هوای خودرو,car-air-freshener-air-purifier,8353
8349,دستمال کاغذی,دستمال کاغذی,tissue-paper,10284
8350,مسیریاب خودرو,مسیریاب خودرو,car-navigation,59
8351,چمدان کودک,چمدان کودک,baby-luggage,6784
8353,نظافت و نگهداری خودرو,نظافت و نگهداری خودرو,car-cleaning-and-maintenance,6175
8354,پد و دستمال نظافت خودرو,پد و دستمال نظافت خودرو,car-wash-pad-and--napkin,8353
8355,واکس، پولیش و تمیزکننده خودرو,واکس، پولیش و تمیزکننده خودرو,car-wash-spray-polish-and-wax,8353
8356,ابزار خودرو,ابزار خودرو,car-tools,6175
8357,گهواره,گهواره,cradle,6797
8358,حشره کش و سوسک کش,حشره کش و سوسک کش,insecticide,10285
8359,چادر بازی کودک,چادر بازی کودک,kids-play-tent,10681
8360,پشه بند,پشه بند,mosquito-net,6797
8361,سینک,سینک,sink,6250
8365,میز و صندلی ناهارخوری,میز و صندلی ناهارخوری,dining-table-and-chair,10648
8366,نیمکت,نیمکت,bench,10647
8368,صندلی,صندلی,counter-chair,10647
8369,تجهیزات نظم دهنده داخل خودرو,تجهیزات نظم دهنده داخل خودرو,car-organizer-equipment,8269
8370,تجهیزات راحتی سرنشین,تجهیزات راحتی سرنشین,passenger-comfort-equipment,8269
8371,باکس,باکس,tools-box,6667
8372,تردمیل,تردمیل,treadmill,11141
8374,زنگ,زنگ,bell,10657
8375,مقوا,مقوا,paperboard,5975
8376,میز اداری,میز اداری,office-table,8275
8382,قاب عکس,قاب عکس,ha-photo-frame,10652
8384,عایق صندوق ، کاپوت و درب خودرو,عایق صندوق و کاپوت خودرو,car-hood-and-rear-insulated,8269
8385,اف ام پلیر,اف ام پلیر,fm-player,59
8387,فرش ماشینی,فرش ماشینی,machine-made-carpet,10633
8389,لایت بورد,لایت بورد,light-board,10658
8390,آفتابگیر خودرو,آفتابگیر خودرو,tc-car-sunshade,8269
8393,سایر شیرآلات و اتصالات,شیرآلات,faucets,11350
8394,کارت صدا کامپیوتر,Computer Voice Card,pc-sound-card,31
8397,ابزار و ملزومات هنرهای تجسمی,ابزار و ملزومات هنرهای تجسمی,tools-and-accessories-visual-arts,5972
8398,ضدیخ و آب رادیاتور,ضدیخ و آب رادیاتور,antifreeze,8163
8399,تسمه خودرو,تسمه خودرو,engine-belt,11009
8400,توالت فرنگی,توالت فرنگی,toilet,10656
8401,توالت ایرانی,توالت زمینی,squat-toilet,10656
8402,روشویی,روشویی,wash-basin,10656
8406,چادر خودرو,چادر خودرو,car-cover,8353
8407,متر لیزری,متر لیزری,laser-distance-measurer,6073
8408,تراز لیزری,تراز لیزری,laser-level,6073
8413,گلیم دستبافت,Kilim,hand-knitted-kilim,10634
8415,پارکت,پارکت,parquet,6456
8416,تخت خواب,تخت خواب,bed,6246
8417,اسکی و تجهیزات اسکی,اسکی و تجهیزات اسکی,ski-equipment,11142
8419,تجهیزات جانبی اسکی,تجهیزات پوششی اسکی,ski-coating-equipment,8417
8422,جعبه هدیه,جعبه هدیه,handicraft-gift-box,6908
8428,پت شاپ,حیوانات خانگی,pet,0
8429,آبزیان,تجهیزات آبزیان,aquaculture-equipment,8428
8430,غذای آبزیان,غذای آبزیان,aquaculture-food,8429
8431,استیکر و پوستر,استیکر و پوستر,sticker-and-poster,6249
8432,تابلو شاسی,تابلو شاسی,chassis,10652
8433,لباس کار,لباس کار,industrial-uniform,8241
8434,تجهیزات آتشنشانی,تجهیزات آتشنشانی,fire-fighting-equipment,8241
8436,آکواریوم آبزیان,آکواریوم آبزیان,aquarium,8429
8437,دکور آبزیان,دکور آبزیان,aquatic-decor,8429
8438,افزودنیهای آب,افزودنیهای آب,additives-water,8429
8439,تجهیزات آکواریوم,تجهیزات آکواریوم,aquarium-equipment,8429
8441,دوچرخه ثابت و الپتیکال,دوچرخه ثابت و الپتیکال,elliptical-and-lifecycle-bike,11141
8448,کمد فایل و قفسه اداری,کمد فایل و قفسه اداری,office-file-cabinet-and-shelves,8275
8449,دکلره مو,hair bleach,hair-color-remover,6511
8450,ابزار آلات و تجهیزات,وسایل نقلیه و صنعتی,vehicles,0
8451,لوازم مصرفی خودرو,لوازم مصرفی خودرو,consumable-parts,10688
8452,فیلتر خودرو,فیلتر خودرو,car-filters,8451
8453,کشوی گرمکن,کشوی گرمکن,warmer-drawer,8281
8456,جا سیگاری,جا سیگاری,cigarette-case,8465
8458,رادیاتور,رادیاتور,ts-radiator,10699
8461,لولا,لولا,hinge,8337
8465,اکسسوری لوازم شخصی,اکسسوری لوازم شخصی,pesonal-appliance-accessories,5967
8468,تجهیزات کنترل محیط و آزمایشگاه,تجهیزات کنترل محیط,environmental-controlling-equipment,8241
8470,کشوی پول,کشوی پول,cash-drawer,5
8471,رهیاب و یابنده ماهواره ای (جی پی اس),رهیاب و یابنده ماهواره ای (جی پی اس),gps,11110
8472,تختخواب کودک و نوزاد,تختخواب کودک و نوزاد,baby-bed,6797
8475,پنل خورشیدی، کنترلر و سازه پنل,پنل خورشیدی,solar-panel,8566
8478,ماله,ماله,trowel,6072
8480,سنسور و کلید هوشمند,سنسور و کلید هوشمند,sensors-and-smart-key,10657
8481,پد امضا,پد امضا,signature-pad,5
8482,هدیه,هدیه,gifts-accessories,8
8483,مبل,مبل,sofa,8299
8484,اینترنت اشیا,اینترنت اشیا,internet-of-things,21
8485,آکاردئون,آکاردئون,accordion,6562
8488,کاشی کاری,کاشی کاری,art-tiling,6912
8489,ابزار دیوار کاذب,ابزار دیوار کاذب,dry-wall-tools,10699
8492,وایر شمع,وایر شمع,pile-wire,11008
8494,سوزن انژکتور,سوزن انژکتور,injector-needle,11009
8495,آینه جانبی,آینه جانبی,side-mirrors,11006
8496,پولی سر میل لنگ,پولی سر میل لنگ,crankshaft-foley,11009
8497,پلوس، سرپلوس و مشعلی,پلوس، سرپلوس و مشعلی,axle-shaft,11007
8498,واشر سرسیلندر,واشر سرسیلندر,cylinder-gasket,11009
8499,بلبرینگ,بلبرینگ,ball-bearing,11009
8500,میل لنگ و میل بادامک,میل لنگ و میل بادامک,camshaft-and-crankshaft,11009
8501,سرسیلندر,سرسیلندر,cylinder-head,11009
8502,سپر,سپر,bumper,11006
8503,بوش و پیستون,بوش و پیستون,piston-and-bushing,11009
8504,سوپاپ,سوپاپ,valve,11009
8505,فنر لول,فنر لول,valve-spring,11007
8506,موتور فن و تهویه,موتور فن و تهویه,fan-engine,11009
8507,کابل کنترل,کابل کنترل,control-cable,11009
8508,هرزگرد,هرزگرد,freewheeling,11009
8509,درپوش سوپاپ,درپوش سوپاپ,cover-cylinder,11009
8510,مجموعه شیشه بالابر,مجموعه شیشه بالابر,window-lifter,11008
8511,رینگ و قالپاق خودرو,رینگ و قالپاق خودرو,wheel-rim,11006
8512,جلو پنجره و قاب پلاک,جلو پنجره و قاب پلاک,grille-and-frame,11006
8513,استپر موتور و پتانسیومتر,استپر موتور و پتانسیومتر,potentiometer-and-stepper-motor,11009
8515,دینام و استارت,دینام و استارت,alternator-and-starter,11008
8516,شاتون,شاتون,connecting-rod,11009
8517,کرم، شامپو و اسپری رنگ مو,کرم، شامپو و اسپری رنگ مو,cream-and-shampoo-hair-color,6511
8518,حسگر خودرو,حسگر خودرو,car-sensor,11008
8521,پمپ خودرو,پمپ خودرو,electrical-pump,11009
8548,لوازم جانبی پروژکتور,لوازم جانبی پروژکتور,projector-accessories,6062
8549,دریچه هوا,دریچه هوا,air-vent,11009
8550,ECU,ECU,ecu,11008
8551,کیت ایموبلایزر,کیت ایموبلایزر,immobilizer-kit,8189
8552,کوئل,کوئل,coil,11008
8553,واشر و کاسه نمد,واشر و کاسه نمد,washer-and-seal,11009
8554,قلم موی ناخن,قلم موی ناخن,nail-brush,6465
8557,جلوبندی و تعلیق,جلوبندی و تعلیق,suspension-systems-and-component,11007
8559,آشپرخانه صنعتی و کافی شاپ,آشپرخانه صنعتی و کافی شاپ,industrial-kitchen-and-coffee-shop,5967
8560,وافل ساز,وافل ساز,waffle-maker,8559
8564,اسپرسو ساز صنعتی,اسپرسو ساز صنعتی,espresso-maker,8559
8566,قطعات و تجهیزات خورشیدی,پنل خورشیدی و ملزومات,solar-panel-and-accessories,10690
8567,اینورتر خورشیدی,اینورتر خورشیدی,solar-inverter,8566
8569,باتری خورشیدی,باتری خورشیدی,solar-battery,8566
8573,تجهیزات پزشکی,لوازم پزشکی,medical-equipment,5702
8574,اتوسکوپ,اتوسکوپ,otoscope,11264
8576,ست معاینه,ست معاینه,checkup-set,11264
8577,چراغ قوه پزشکی,چراغ قوه پزشکی,medical-flashlight,11264
8578,منبع تغذیه اضطراری (UPS),منبع تغذیه اضطراری (UPS),ups,21
8579,تجهیزات تلفن VoIP,تجهیزات تلفن VoIP,voip-telephone-accessories,5737
8583,تجهیزات پخت نان,تجهیزات پخت نان,bakery-equipment,8559
8587,کیت کلاچ,کیت کلاچ,clutch-kit,11009
8588,لاستیک خودرو,لاستیک خودرو,tire,8451
8591,میز تحریر,میز تحریر,writing-desk,5970
8592,غواصی,لوازم غواصی,diving-equipment,6107
8593,لوازم جانبی غواصی,لوازم جانبی غواصی,diving-accessories,10664
8594,وت سوت غواصی,لباس غواصی,diving-suits,10662
8596,کفش و جوراب غواصی,کفش و جوراب غواصی,diving-shoes-and-socks,10662
8600,چراغ غواصی,چراغ غواصی,diving-light,10664
8601,ماسک غواصی,ماسک غواصی,diving-mask,10662
8604,کارد غواصی,کارد غواصی,diving-knife,10664
8607,میز و دراور,میز و دراور,home-drawer,10648
8611,لوازم جانبی فشارسنج,Sphygmomanometer accessories,sphygmomanometer-accessories,8573
8612,لوازم جانبی فندک و زیر سیگاری,لوازم جانبی فندک و زیر سیگاری,burner-and-lighter-accessories,8465
8613,میز پینگ پنگ,میز پینگ پنگ,ping-pong-table,10659
8614,سینتی سایزر,سینتی سایزر,synthesizer,10631
8615,فین غواصی,فین غواصی,diving-finn,10662
8618,موتورسیکلت,موتور سیکلت,motorbike,10688
8619,فرغون,فرغون,wheelbarrow,8337
8620,باتری تبلت,باتری تبلت,tablet-battery,17
8622,ترموستات,ترموستات,thermostat,11009
8624,رادیاتور آب,رادیاتور آب,water-radiator,11009
8625,تجهیزات ویدیویی,تجهیزات ویدیویی,video-accessories,21
8628,دستگیره در خودرو,دستگیره در خودرو,handle-car,11006
8629,انژکتور,انژکتور,injector,11009
8631,فوتبال دستی,فوتبال دستی,foosball,10659
8632,شوتینگ,شوتینگ,shooting,10699
8634,آرام بند,آرام بند,door-closer,8337
8635,دی جی,دی جی,deejay,10631
8637,تجهیزات بیمارستانی,تجهیزات بیمارستانی,hospital-accessories,5702
8640,پارچه,پارچه,textile,6466
8647,کلیدهای خودرو,کلیدهای خودرو,car-keys,11009
8648,پدال,پدال,pedal,11009
8649,شلنگ خودرو,شلنگ خودرو,car-hose,11009
8650,فشنگی,فشنگی,water-temperature-sensor,11009
8651,قاب و کاور موتور,قاب و کاور موتور,engine-cover,11009
8653,نمد فرش,نمد فرش,felt,10633
8654,هد پرینتر و پلاتر,هد پرینتر و پلاتر,printer-head,1341
8655,قفل خودرو,قفل خودرو,car-lock,11009
8660,پرپشت کننده مو,پرپشت کننده مو,thicken-hair,6511
8661,لوازم فروشگاهی,لوازم فروشگاهی,shoping-equipment,5
8662,ترازوی فروشگاهی,ترازوی فروشگاهی,price-computing-scale,8661
8663,سایر سازهای بادی,سایر سازهای بادی برنجی,other-brass-wind-instruments,6562
