id,title_fa,title_en,code,parent_id
1,موبایل,موبایل,mobile,0
2,تبلت و کتابخوان,تبلت و کتابخوان,tablet-ebook-reader,5966
3,لپ تاپ,لپ تاپ,laptop,5966
4,کامپیوتر و تجهیزات جانبی,کامپیوتر و تجهیزات جانبی,computer-parts,5966
5,ماشین های اداری,ماشین های اداری,office-machines,5966
6,دوربین,دوربین,camera,5966
7,صوتی و تصویری,صوتی و تصویری,video-audio-entertainment,5753
8,کتاب، لوازم تحریر و هنر,کتاب، لوازم تحریر و هنر,book-and-media,0
11,گوشی موبایل,گوشی موبایل,mobile-phone,1
12,لوازم جانبی گوشی موبایل,لوازم جانبی گوشی موبایل,mobile-accessories,6060
13,تبلت,تبلت,tablet,2
14,کتاب‌خوان و کاغذ دیجیتالی,کتاب‌خوان و کاغذ دیجیتالی,ebook-reader,2
15,رهیاب ماهواره‌ای,رهیاب ماهواره ای,gps-navigator,2
17,لوازم جانبی تبلت,لوازم جانبی تبلت,tablet-accessories,6060
18,لپ تاپ و الترابوک,لپ تاپ و الترابوک,notebook-netbook-ultrabook,3
19,لوازم جانبی لپ تاپ,لوازم جانبی لپ تاپ,laptop-accessories,3
20,کامپیوترهای All-in-One,کامپیوترهای All-in-One,all-in-pc,4
21,تجهیزات شبکه و ارتباطات,تجهیزات شبکه و ارتباطات,network,4
22,تجهیزات ذخیره‌سازی اطلاعات,تجهیزات ذخیره سازی اطلاعات,data-storage,4
23,کامپیوتر سرور,کامپیوتر سرور,server-computer,4
24,مانیتور,Monitor,monitor,4
25,اسپیکر (بلندگو),اسپیکر (بلندگو),speaker,4
26,ماوس (موشواره),ماوس (موشواره),mouse,4
27,کیبورد (صفحه کلید),کیبورد (صفحه کلید),keyboard,4
28,قلم نوری,قلم نوری,digital-pen,4
29,وب‌کم,وب کم,webcam,4
30,گیرنده تلویزیون دیجیتال USB,گیرنده تلویزیون دیجیتال USB,usb-dvb-t,6398
31,قطعات کامپیوتر,قطعات کامپیوتر,computer-devices,4
34,پرینتر,پرینتر,printer,5
35,اسکنر,اسکنر,scanner,5
36,فکس,فکس,fax,5
37,دستگاه کپی,دستگاه کپی,coppier,5
39,تلفن,تلفن,telephone,5
40,ماشین حساب,ماشین حساب,calculator,5
41,صندوق فروشگاهی,صندوق فروشگاهی,cashier-machine,8661
42,اسکناس شمار,اسکناس شمار,cash-counter,5
43,ویدیو پروژکتور,Video Projector,data-video-projector,5
44,کاغذ خردکن,کاغذ خرد کن,shredder,5
45,دستگاه کنترل تردد,دستگاه کنترل تردد,employee-timeclock,5
46,بارکد خوان,بارکد خوان,barcode-reader,5
48,دوربین عکاسی,دوربین عکاسی,digital-camera,6
49,دوربین فیلم برداری,دوربین فیلم برداری,camcorder,6
51,لوازم جانبی عکاسی و فیلم برداری,لوازم جانبی عکاسی و فیلم برداری,camera-accessories,6
53,سینمای خانگی,سینمای خانگی,home-theatre,7
54,سیستم صوتی خانگی,سیستم صوتی خانگی,home-audio-systems,7
55,پخش کننده DVD,پخش کننده DVD,dvd-player,5920
56,پخش کننده Blu-Ray,پخش کننده Blu-Ray,blu-ray-player,5920
57,گیرنده دیجیتال DVB-T,گیرنده دیجیتال DVB-T,set-top-box,6398
58,پخش کننده خانگی,پخش کننده خانگی,home-multimedia-player,5920
59,سیستم صوتی و تصویری خودرو,سیستم صوتی و تصویری خودرو,car-stereo,10688
60,کنسول بازی,کنسول بازی,game-console,5966
62,ضبط کننده صدا,ضبط کننده صدا,ic-rcorder,7
63,پخش کننده چندرسانه ای پرتابل,پخش کننده چندرسانه ای پرتابل,portable-music-video-player,5920
64,فلش مموری,فلش مموری,usb-flash-memory,22
67,کارت شبکه,کارت شبکه,network-card,21
68,هارد دیسک اکسترنال,هارد دیسک اکسترنال,external-hard-disk,22
69,حافظه SSD اینترنال,internal SSD,internal-ssd,22
70,کارت حافظه,کارت حافظه,memory-cards,51
76,محافظ صفحه نمایش گوشی,محافظ صفحه نمایش گوشی,cell-phone-screen-guard,12
77,کیف و کاور گوشی,کیف و کاور گوشی,cell-phone-pouch-cover,12
79,باتری گوشی,باتری گوشی,cell-phone-battery,12
80,کابل شارژ و مبدل,کابل شارژ و مبدل,cell-phone-data-cable,12
81,پایه نگهدارنده گوشی و تبلت,پایه نگهدارنده گوشی و تبلت,cell-phone-holder,12
82,قطعات جانبی موبایل و تبلت و هدفون,"mobile phones, tablets and headphones accessories",mobile-phones-tablets-and-headphones-accessories,12
84,قلم لمسی (Stylus),قلم لمسی (Stylus),stylus,17
86,محافظ صفحه نمایش تبلت,محافظ صفحه نمایش تبلت,tablet-screen-guard,17
87,کیف و کاور تبلت,کیف و کاور تبلت,tablet-bag-and-cover,17
88,استند تبلت,استند تبلت,tablet-stand,17
89,کیبورد مخصوص تبلت,کیبورد مخصوص تبلت,tablet-keyboard,17
91,کیت تمیز کننده,کیت تمیز کننده,cleaner-kit,12
97,کیف و کاور لپ تاپ,کیف و کاور لپ تاپ,laptop-bag,19
98,استند و پایه خنک‌کننده,استند و پایه خنک کننده,stand-cooling-pad,19
100,ماوس پد,ماوس پد,mouse-pad,4
101,باتری لپ‌تاپ,باتری لپ تاپ,laptop-battery,19
102,شارژر مخصوص لپ‌تاپ,شارژر مخصوص لپ تاپ,laptop-charger,19
103,درایو نوری,درایو نوری,optical-drive,4
104,کارت‌خوان,کارت خوان,ram-reader,4
107,سه پایه و تک پایه,سه پایه و تک پایه,tripod-monopod,51
108,فلاش,فلاش,external-flash,51
109,لنز دوربین,لنز دوربین,camera-lens,51
110,کیف دوربین,کیف دوربین,camera-bag,51
111,تجهیزات آتلیه و نورپردازی,تجهیزات آتلیه و نورپردازی,lighting-tools,51
113,باتری لیتیومی,باتری لیتیومی,camera-li-ion-battery,5879
114,کتاب آموزش عکاسی و راهنمای دوربین,کتاب آموزش عکاسی و راهنمای دوربین,camera-photography-user-manual,51
115,ریموت کنترل دوربین,ریموت کنترل دوربین,camera-remote-controller,51
116,محافظ صفحه نمایش دوربین,محافظ صفحه نمایش دوربین,camera-display-protector,51
119,گریپ دوربین,گریپ دوربین,battery-grip,5877
121,قاب عکس دیجیتال,قاب عکس دیجیتال,digital-picture-viewer,51
123,سر سه پایه,سر سه پایه,tripod-head,51
125,فیلتر لنز و آداپتور فیلتر,فیلتر لنز و آداپتور فیلتر,lens-filter,51
126,چادر عکاسی,چادر عکاسی,light-tent,111
129,فون (پرده),فون (پرده),backdrop,111
132,رادیو تریگر,رادیو تریگر,radio-trigger,111
134,رفلکتور,رفلکتور,reflector,111
139,چتر فلاش آتلیه,چتر فلاش آتلیه,umbrella,111
140,سافت باکس,سافت باکس,softbox,111
141,نور ثابت,نور ثابت,studio-constant-light,111
142,فلاش آتلیه ای,فلاش آتلیه ای,strobe,111
143,سه پایه نگهدارنده,سه پایه نگهدارنده,pod,111
144,نرم‌افزارهای امنیتی,نرم افزارهای امنیتی,security-software,5817
145,سیستم عامل,سیستم عامل,os-software,5817
146,مجموعه نرم افزاری,مجموعه نرم افزاری,pc-mac-software,5817
150,فیلم سینمایی,فیلم سینمایی,movie,5900
151,موسیقی با کلام,موسیقی با کلام,vocal-music,5905
152,کتاب صوتی,کتاب صوتی,audio-book,5916
156,ساعت دیواری و ایستاده,ساعت های تزئینی,clocks,10963
162,ترازو,ترازو,digital-scale,8573
163,میکروسکوپ,میکروسکوپ,microscope,5875
164,مولتی متر و ال سی آر متر,مولتی متر,multimeter,6073
168,لیزر پوینتر,لیزر پوینتر,laser-pointer,5
173,تلسکوپ,تلسکوپ,telescope,6
174,دوربین دو چشمی و تک چشمی,دوربین دو چشمی و تک چشمی,binoculars,11110
193,مودم - روتر 3G و 4G و 5G,"3G, 4G and 5G Modem - Router",3g-4g-and-5g-modem-router,21
194,روتر و اکسس پوینت,روتر و اکسس پوینت,router-accesspoint,21
195,سوییچ,سوییچ,switch,21
196,هاب سوئیچ,هاب سوئیچ,hub-switch,21
197,آنتن تقویتی,آنتن تقویتی,antenna,21
200,ذخیره ساز تحت شبکه (NAS),ذخیره ساز تحت شبکه (NAS),nas,21
201,پرینت سرور,پرینت سرور,print-server,5
204,دوربین های امنیتی و نظارتی,دوربین های امنیتی و نظارتی,network-cam,11052
206,اتصالات شبکه,اتصالات شبکه,network-connections,21
208,کارت گرافیک,کارت گرافیک,graphics-card,31
209,رم کامپیوتر و لپ‌تاپ (RAM),رم کامپیوتر (RAM),ram,31
210,هارددیسک اینترنال,هارد دیسک اینترنال,internal-hard-drive,22
211,هدفون، هدست و هندزفری,هدفون، هدست و هندزفری,headphone,5966
213,میکروفون حرفه‌ای,میکروفون حرفه ای,promic,6425
216,کنسول خانگی,کنسول خانگی,station-gaming-consoles,60
218,فرمان ماشین بازی,فرمان ماشین بازی,racing-wheel,1290
219,لوازم جانبی کنسول بازی,لوازم جانبی کنسول بازی,gaming-console-accessories,60
221,هود لنز,هود لنز,lens-hood,51
1271,شارژر تبلت و موبایل,شارژر تبلت و موبایل,car-charger,12
1272,پاوربانک (شارژر همراه),پاوربانک (شارژر همراه),power-bank,12
1274,کابل شبکه (LAN),کابل شبکه (LAN),lan-cable,206
1289,چندراهی برق و محافظ ولتاژ,چندراهی برق و محافظ ولتاژ,power-strip,5581
1290,تجهیزات مخصوص بازی,تجهیزات مخصوص بازی,gaming-accessories,4
1291,دسته بازی,دسته بازی,gamepad,1290
1292,کابل آنتن,کابل آنتن,antenna-cable,206
1293,کابل کمبو,کابل کمبو,cable-combo,206
1317,USB هاب,USB هاب,usb-hub,4
1341,لوازم جانبی پرینتر,لوازم جانبی پرینتر,printer-accessories,5
1343,کاغذ چاپگر و نگاتیو,کاغذ چاپگر و نگاتیو,printer-paper,1341
1344,کابل رابط پرینتر,کابل رابط پرینتر,printer-cable,1341
1345,لوازم جانبی دوربین های ورزشی,لوازم جانبی دوربین های ورزشی,gopro-accessories,51
1346,تونر,تونر,toner,1341
2391,پرینتر لیبل زن و پرینتر حرارتی,پرینتر لیبل زن و پرینتر حرارتی,lable-printer,5959
2393,شارژر باتری لیتیومی دوربین,شارژر باتری لیتیومی دوربین,camera-battery-charger,5879
2397,اتو و حالت دهنده ی مو,اتو و حالت دهنده ی مو,hair-iron,6607
2398,بیگودی,بیگودی و فر کننده ی مو,hair-shaping,6607
2400,برس مو,برس مو,brush,6511
2401,سشوار,سشوار,hair-drier,6607
2402,تصفیه کننده هوا,تصفیه کننده هوا,air-purifier,5855
2403,تصفیه کننده آب,تصفیه کننده آب,water-filters,5753
2404,دستگاه بخور و رطوبت ساز,دستگاه بخور و رطوبت ساز,humidifiers,11254
2405,لوازم جانبی مک بوک,لوازم جانبی مک بوک,macbook-accessories,19
2406,لوازم جانبی آی مک,لوازم جانبی آی مک,imac-accessories,6061
2407,فشارسنج,فشارسنج,digital-sphygmomanometer,8573
2408,دستگاه تست قند خون,Blood sugar test machine,blood-sugar-meter,11249
2409,تب سنج و دماسنج,تب سنج و دماسنج,thermometers,8573
2410,ماساژور برقی,Electric Massager,electric-massager,11068
3347,کنسول دستی و پرتابل,کنسول دستی و پرتابل,portable-gaming-consoles,60
3349,مبدل فیبر,مبدل فیبر,fiber-converter,206
3354,آداپتور شبکه,Network Adaptor,adapter,21
3355,اسپلیتر,اسپلیتر,splitter,206
3357,درام,درام,drum,1341
3358,کارتریج و جوهر مخزن,کارتریج و جوهر مخزن,cartridge,1341
3359,رول,رول,roll,1341
3545,کیت فلاش آتلیه ای,کیت فلاش آتلیه ای,strobe-kit,111
4577,پنکه آتلیه,پنکه آتلیه,studio-fan,111
4580,پرزنتر,پرزنتر,presenter,5
4581,توسعه دهنده محدوده بی‌سیم,توسعه دهنده محدوده بی‌سیم,wireless-range-extender,206
5581,لوازم جانبی صوتی و تصویری,لوازم جانبی صوتی و تصویری,multimedia-accessories,7
5582,کیف اسپیکر,لوازم جانبی پخش کننده های پرتابل,portable-players-accessories,5581
5585,ضبط‌کننده ویدئویی دوربین‌های امنیتی و نظارتی,ضبط‌کننده ویدئوی دوربین‌های امنیتی و نظارتی,network-video-recorder,11052
5586,آداپتور و کانورتر,آداپتور و کانورتر,adapters,51
5589,کابل رابط دوربین,کابل رابط دوربین,camera-cable,51
5590,لوازم جانبی تجهیزات ذخیره سازی,لوازم جانبی تجهیزات ذخیره سازی,storage-accessories,6061
5604,سایر لوازم جانبی صوتی و تصویری,سایر لوازم جانبی صوتی و تصویری,audio-and-video-accessories,5581
5609,بازی کامپیوتر PC,PC Games,pc-game,5981
5695,مجموعه آموزشی,مجموعه آموزشی,learning-collection,5817
5697,پالس اکسیمتر,Pulse oximeter,pulse-oximeter,11254
5698,گام شمار,گام شمار,pedometer,6890
5699,یادآور و نگهدارنده قرص و دارو,یادآور دارو,pill-reminder,11256
5700,لوازم آرایشی,لوازم آرایشی,beauty,5968
5701,سلامت محیط,سلامت محیط,environment-care,5702
5702,سلامت و پزشکی,health-medical,health-care,0
5721,مودم - روتر ADSL,مودم - روتر ADSL,modem-router-adsl,21
5722,کالر آی دی,کالر آی دی,caller-id,5
5725,مانیکور، پدیکور,مانیکور، پدیکور,manicure-pedicure,6465
5726,عینک سه بعدی,عینک سه بعدی,3d-glasses,5581
5737,لوازم جانبی تلفن و فکس,لوازم جانبی تلفن و فکس,telephone-and-fax-accessories,6062
5738,هدست تلفن,هدست تلفن,telephone-headset,5737
5743,رادیو,رادیو,radio,7
5745,مسواک برقی,مسواک برقی,electric-brusher,11324
5746,تشخیص اصالت اسکناس,تشخیص اصالت اسکناس,money-detector,5
5750,برچسب پرینتر لیبل زن,برچسب پرینتر لیبل زن,label-writer,1341
5751,دستگاه پخش خودرو,دستگاه پخش خودرو,car-player,59
5752,بلندگوی خودرو,بلندگوی خودرو,car-speaker,59
5753,لوازم خانگی برقی,لوازم خانگی برقی,home-appliance,0
5772,لوازم مکمل آشپزخانه,لوازم مکمل آشپزخانه,small-appliances,5753
5773,جاروبرقی,جاروبرقی,vaccum-cleaner,5850
5774,جارو شارژی,جارو شارژی,handheld-vacuum,5850
5775,اتو,اتو,iron,5850
5776,آبمیوه گیری,آبمیوه گیری,juicer,5854
5777,غذاساز,غذاساز,food-processor,5853
5778,قهوه ساز برقی,Electric coffee maker,coffee-makers,5854
5779,اسپرسو ساز,اسپرسو ساز,espresso-makers,5854
5780,چای ساز,چای ساز,tea-makers,5854
5781,کتری برقی,کتری برقی,boiler,5854
5782,همزن,همزن,mixer,5853
5783,مخلوط کن,مخلوط کن,blenders,5853
5784,چرخ گوشت,چرخ گوشت,meat-mincers,5853
5785,خردکن,خردکن,chopper,5853
5786,آسیاب,آسیاب,grinder,5853
5788,آون توستر,آون توستر,oven-toaster,5852
5789,توستر,توستر,toaster,5852
5790,ساندویچ ساز، وافل ساز و کرپ ساز,ساندویچ ساز و وافل ساز,sandwich-makers,5852
5792,بخارپز، تخم مرغ پز، نان پز، مولتی کوکر,"Steamer, egg cooker, bread maker, multicooker",steam-cooker,5852
5793,گریل و باربیکیو,گریل و باربیکیو,grill-barbecue,5852
5794,بخار شو,بخار شو,steam-cleaner,5850
5795,شوفاژ برقی,شوفاژ برقی,radiator,5855
5796,بخاری برقی,بخاری برقی,heater,5855
5797,تجهیزات تلفن سانترال,تجهیزات تلفن سانترال,telephone-system-accesories,5737
5798,باتری تلفن,باتری تلفن,battery,5737
5800,گیفت کارت,گیفت کارت,gift-card,60
5801,رول، درام و تونر فکس,رول، درام و تونر فکس,fax-roll,5737
5803,یخچال فریزر,refrigrator freezer,refrigerator-freezer,5753
5804,ماشین لباسشویی,ماشین لباسشویی,washing-machines,5850
5806,ماشین ظرفشویی,ماشین ظرفشویی,dishwasher,5850
5807,اجاق گاز,اجاق گاز,oven,5852
5808,مایکروویو، مایکروفر,اجاق مایکروویو,microwave,5852
5812,میز تلویزیون,میز تلویزیون,tv-tables,8299
5814,سرخ کن,سرخ کن,airfryer,5852
5815,پنکه,پنکه,fan,5855
5817,نرم افزار,نرم افزار,software,5981
5818,دماسنج محیطی,دماسنج محیطی,enviroment-thermometer,8573
5821,لوازم بارکد خوان,لوازم بارکد خوان,barcode-reader-accessories,6062
5824,لوازم بهداشتی,Personal Care,personal-care,5968
5829,تشک و پتوی برقی,تشک و پتوی برقی,electric-underblankets-and-blanket,8573
5831,پرفراژ چک,پرفراژ چک,check-printer,5
5832,مکمل تجهیزات پزشکی,مکمل تجهیزات پزشکی,treatment,5702
5844,مراقبت کودکان,مراقبت کودکان,child-care,5702
5845,آمپلی فایر,آمپلی فایر,amplifier,7
5848,ساعت هوشمند,ساعت هوشمند,smart-watch,6890
5850,لوازم شست و شو و نظافت,لوازم شست و شو و نظافت,cleaning-goods,5753
5852,لوازم پخت و پز,لوازم پخت و پز,cooking,5753
5853,خردکن و غذاساز,خردکن و غذاساز,chopper-foodprocessor,5753
5854,نوشیدنی ساز,نوشیدنی ساز,drink-maker,5753
5855,تهویه، سرمایش و گرمایش,تهویه، سرمایش و گرمایش,airtreatment,5753
5857,سایر لوازم خودرو,سایر لوازم خودرو,in-car-accessories,6175
5859,ترازوی آشپزخانه,ترازوی آشپزخانه,kitchen-weighing-scale,5772
5862,کولر آبی,کولر آبی,iranian-cooler,5855
5863,بخاری,بخاری,gas-heater,5855
5864,تصفیه آب و آبسردکن,تصفیه آب و آبسردکن,water-treatment-and-watercooler,5854
5865,سایر تجهیزات زیبایی,سایر تجهیزات زیبایی,beauty-accesories,9844
5867,لوازم جانبی جاروبرقی و بخار شو,لوازم جانبی جاروبرقی و بخارشو,vacuum-cleaner-consumption,5850
5870,لوازم جانبی ساعت تندرستی,لوازم جانبی ساعت تندرستی,healthy-watches-accessory,5702
5871,لوازم جانبی قطعات کامپیوتر,لوازم جانبی قطعات کامپیوتر,accessory,6061
5872,لوازم جانبی ساعت و مچ بند هوشمند,Smart Band and Watch Accessories,watch-accessorie,6060
5874,سماور برقی,سماور برقی,electric-samovar,5854
5875,میکروسکوپ و ذره بین,میکروسکوپ و ذره بین,microscope-magnifier,6
5876,ذره بین,ذره بین,magnifier,5974
5877,باتری، شارژر و متعلقات,باتری، شارژر و متعلقات,battery-charger-and-accesories,51
5878,باتری و شارژر استاندارد,باتری و شارژر استاندارد,battery-charger-and-accesories-standard,5877
5879,باتری و شارژر دوربین,باتری و شارژر دوربین,camera-battery-compartments,5877
5880,باتری استاندارد,باتری استاندارد,standard-batteries,5878
5885,شارژر استاندارد,شارژر استاندارد,standard-charger,5878
5886,آمپلی فایر خودرو,آمپلی فایر خودرو,car-amplifier,59
5888,خنک کننده پردازنده,خنک کننده پردازنده,cooling-system,6962
5896,لوح فشرده,لوح فشرده,compact-disc,22
5897,کپی برد,کپی برد,copy-board,5
5900,فیلم,فیلم,film-video-content,8
5902,مستند,مستند,documentary,5900
5903,سریال,سریال,series,5900
5904,کنسرت,کنسرت,concert,5900
5905,موسیقی,موسیقی,music-audio-content,8
5906,موسیقی بی‌کلام,موسیقی بی کلام,instrumental-music,5905
5907,محتوای آموزشی,محتوای آموزشی,multimedia-training-pack,8
5908,آموزش زبان,آموزش زبان,language-learning-software,5907
5909,آموزش موسیقی,آموزش موسیقی,music-training,5907
5910,آموزش نرم‌افزار و کامپیوتر,آموزش نرم‌افزار و کامپیوتر,software-computer,5907
5911,کمک آموزشی تحصیلی,کمک آموزشی تحصیلی,learning,5907
5912,حقوق و مدیریت,حقوق و مدیریت,management,5907
5913,بهداشت و خانواده,بهداشت و خانواده,hygiene-and-family,5907
5914,آموزش عکاسی و فیلم‌برداری,آموزش عکاسی و فیلم‌برداری,photography-and-film-training,5907
5916,مترجم و کتاب صوتی,کتاب و نشریات دیجیتال,digital-publication,8
5917,مجلات، نقشه و نشانگر کتاب,مجلات و نقشه,publication,8
5919,مجلات خارجی,مجلات خارجی,magazine,6134
5920,پخش کننده چند رسانه ای,پخش کننده چند رسانه ای,multimedia-player,7
5921,کامپیوترهای کوچک,کامپیوترهای کوچک,mini-pc,4
5922,PDA و دیتا کالکتور,PDA و دیتا کالکتور,pda-and-data-collector,5
5928,لوازم جانبی صوتی و تصویری خودرو,لوازم جانبی صوتی و تصویری خودرو,incar-accessories,59
5929,لوازم جانبی و مصرفی نوشیدنی‌ساز,لوازم جانبی و مصرفی نوشیدنی‌ساز,beverage-maker-accessories,5854
5930,سایر لوازم جانبی تلفن,سایر لوازم جانبی تلفن,additional-phone,5737
5959,پرینتر لیبل زن و لوازم جانبی,پرینتر لیبل زن و لوازم جانبی,lable-printer-and-accesories,5
5960,لوازم جانبی پرینتر لیبل زن و حرارتی,لوازم جانبی پرینتر لیبل زن و حرارتی,label-thermal-accessories,5959
5962,بسته های لوازم تحریر,بسته های لوازم التحریر,stationerybundles,5970
5964,پویا نمایی (انیمیشن),پویا نمایی (انیمیشن),animation,5900
5966,کالای دیجیتال,کالای دیجیتال,electronic-devices,0
5967,خانه و آشپزخانه,خانه، آشپزخانه و ابزار,home-and-kitchen,0
5968,آرایشی و بهداشتی,آرایشی و بهداشتی,personal-appliance,0
5970,لوازم تحریر,لوازم التحریر,stationery,8
5971,نوشت افزار,نوشت افزار,stationery-sub,5970
5972,ابزار نقاشی و رنگ آمیزی,ابزار نقاشی و رنگ آمیزی,drawing-painting-tools,5970
5973,ابزار طراحی و مهندسی,ابزار طراحی و مهندسی,designing-engineering-tools,5970
5974,لوازم اداری,لوازم اداری,office-supplies,5970
5975,دفتر و کاغذ و مقوا,دفتر و کاغذ,paper-notebook,5970
5977,کیف، کوله و جامدادی,کیف، کوله و جامدادی,bags-backpacks,5970
5979,ماژیک,ماژیک,marker,5971
5980,خودکار و روان نویس,خودکار و روان نویس,pen,5971
5981,نرم افزار و بازی,نرم افزار و بازی,software-games,8
5982,مداد,مداد,pencil,5971
5983,مداد نوکی,مداد نوکی,mechanical-pencils,6011
5984,آبرنگ و گواش,آبرنگ و گواش,watercolor-postercolor,5972
5985,پاستل و مداد شمعی,پاستل و مداد شمعی,postel-crayon,5972
5986,تراش,تراش,sharpener,5971
5987,پاک کن و غلط گیر,پاک کن و غلط گیر,cleaners,5971
5988,چسب,چسب,glue,5974
5989,قیچی,قیچی,scissor,5974
5992,مهر و استامپ,مهر و استامپ,stamp,5974
5993,خط کش,خط کش,ruler,5973
5994,پرگار,پرگار,compass,5973
5998,آموزش تعمیرات,آموزش تعمیرات,repairing-training,5907
6000,جامدادی,جامدادی,pencilcase,5977
6004,دفتر,دفتر,notebook,5975
6005,کاغذ,کاغذ,paper,5975
6011,مداد نوکی و نوک,مداد نوکی و نوک,mechanical-pencils-and-tips,5971
6012,نوک,نوک,tip,6011
6013,اقلام مصرفی لوازم اداری,اقلام مصرفی لوازم اداری,office-consumable-items,5974
6014,لوازم اداری رومیزی,لوازم اداری رومیزی,desktop-office-products,5974
6016,فرهنگ، هنر و فلسفه,فرهنگ، هنر و فلسفه,culture-art-philosophy,5907
6017,کیف و کوله مدرسه,کیف و کوله مدرسه,bags,5977
6018,کاتر,کاتر,cutter,6072
6019,مجموعه لوازم اداری,مجموعه لوازم اداری,office-supply-bundles,5974
6020,لوازم سفر و کمپینگ,تجهیزات سفر,traveling-equipment,6124
6021,چمدان,ساک و چمدان,trolley-case-and-luggage,11106
6022,ورزش و سرگرمی,ورزش و سرگرمی,sport-and-entertainment,5907
6023,کیف و کوله سفری,Travell bages and backpackes,bag-and-backpack,11106
6024,تخته,تخته وایت‌برد و کلیربرد,whiteboard,5974
6025,آموزش موبایل و تبلت,آموزش موبایل و تبلت,mobile-and-tablet-tutorial,5907
6026,فیلم تئاتر,فیلم تئاتر,recorded-theatre,5900
6027,اسباب بازی,اسباب بازی,toys,0
6028,بوردگیم، اوریگامی و بازی فکری,فکری و آموزشی,intellectual-and-educational,6027
6029,بازی فکری,بازی فکری,intellectual-game,6028
6030,بازی آموزشی,بازی آموزشی,educational-game,6028
6031,ساختنی، لگو و پازل,پازل و ساختنی,puzzles-and-building,6027
6033,ساختنی,ساختنی,building,6031
6035,پازل,پازل,puzzle,6031
6038,عروسک، فیگور و ربات,عروسک و مدل,toy-and-model,6027
6042,عروسک,عروسک,doll,6038
6043,ربات,ربات,robot,6038
6044,آشنایی با فنون,آشنایی با فنون,doll-house,6058
6048,اسپری,اسپری,spray,6162
6050,بازی جنگی و مبارزه‌ای,تفنگ و مبارزه,guns-and-combat,6027
6051,تفنگ,تفنگ,gun,6050
6054,وسایل بازی نقلیه و کنترلی,ماشین، هواپیما و قطار,car-plane-and-ship,6027
6055,ماشین بازی,ماشین,car,6054
6056,بازی شانسی و ضداسترس,شوخی و سرگرمی,humor-and-entertainment,6027
6057,تجهیزات اسباب بازی جنگی,لوازم جانبی تفنگ,gun-ac,10684
6058,بازی نقش آفرینی و مشاغل,نقش آفرینی,role-play,6027
6059,ایفای نقش,ایفای نقش,characters,6058
6060,لوازم جانبی کالای دیجیتال,لوازم جانبی کالای دیجیتال,accessories-main,5966
6061,لوازم جانبی کامپیوتر,لوازم جانبی کامپیوتر,computer-accessories,4
6062,لوازم جانبی اداری,لوازم جانبی اداری,office-accessories,6060
6063,ابزار غیر برقی,ابزار غیر برقی,non-electrical-tools,8450
6071,ابزار برقی و شارژی,ابزار برقی,power-tools,8450
6072,ابزار دستی,ابزار دستی,hand-tools,6063
6073,ابزار دقیق و  اندازه گیری,ابزار دقیق و  اندازه گیری,measurement,8450
6074,ابزارهای اندازه گیری دیجیتالی و لیزری,ابزارهای اندازه گیری دیجیتالی و لیزری,distance-measurer,6073
6075,باغبانی و کشاورزی,باغبانی,gardening-tools,8450
6076,اره زنجیری,اره زنجیری,chain-saws,10691
6077,شمشاد زن موتوری,شمشاد زن موتوری,hedge-cutters,10703
6078,داس موتوری,داس موتوری,brush-cutters,10703
6079,چمن زن برقی/موتوری,چمن زن برقی/موتوری,lawnmower,10703
6081,موتور,موتور,motorcycle,6054
6082,لوازم جانبی پازل و ساختنی,لوازم جانبی پازل و ساختنی,puzzles-and-building-ac,10684
6083,ابزار شوخی,ابزار شوخی,humor-toy,6056
6084,مجلات داخلی,مجلات داخلی,domestic-magazines,6134
6085,اصلاح موی صورت,اصلاح موی صورت,shaver,6607
6086,اصلاح موی سر,اصلاح موی سر,hair-trimmer,6607
6087,موزن بینی و گوش,Nose Ear Trimmer,nose-clipping,6607
6088,آهن ربا,آهن ربا,refrigerator-magnets,5974
6089,لوازم ورزشی,لوازم ورزشی,sport,6124
6090,کوه‌ نوردی و صخره نوردی,کوه‌نوردی و کمپینگ,hiking-and-camping,6020
6091,ورزش های توپی,ورزش های توپی,ball-sports,6089
6094,توپ,توپ,ball,10659
6095,راکت,راکت,racquet,10659
6096,تنیس، بدمینتون، اسکواش,تنیس، بدمینتون، اسکواش,tennis-badminton-squash,6095
6097,پینگ پنگ,پینگ پنگ,pingpong,6095
6098,لوازم جانبی راکت,لوازم جانبی راکت,racket-acc,6095
6099,چراغ قوه,چراغ قوه,flashlight,6090
6100,اجاق و ظرف سفری,اجاق و ظرف سفری,camping-stove,11109
6102,قمقمه، فلاسک و کلمن,قمقمه و فلاسک,flask,11110
6103,کیسه خواب,کیسه خواب,sleeping-bag,11108
6104,چادر مسافرتی,چادر,tent,11108
6105,چاقوی سفر و ابزار چند کاره,چاقوی سفر و ابزار چند کاره,camping-knife,11110
6106,عصای کوهنوردی,عصا,staff,6090
6107,ورزش های آبی,ورزش های آبی,water-games,6089
6108,عینک شنا,عینک شنا,goggles,10661
6109,کلاه شنا,کلاه شنا,caps,10661
6111,ورزش های رزمی,ورزش های رزمی,martial-arts,6089
6112,ورزش های هوازی و تناسب اندام,ورزش های هوازی و بدنسازی,aerobic,6089
6113,دستکش رزمی,دستکش رزمی,military-gloves,10666
6115,طناب,طناب,rope,10670
6116,تجهیزات جانبی ایروبیک و تناسب اندام,تجهیزات جانبی ایروبیک و تناسب اندام,stretching-tools,10670
